"","time","ABi","ABo","Tau","Fi","Fo","A","M1","M2","N"
"357",357,7e-06,9.99770473882533e-07,5.84837545126354e-10,3.34110415515028e-10,4.55640521374251e-11,0.504468577992561,0.0352797224791213,0.0036142972474894,0.132833564971997
"358",358,7e-06,1.0001956939039e-06,5.84837545126354e-10,3.34154487422932e-10,4.55971978743177e-11,0.505452252176758,0.0352906640926879,0.00361410619703764,0.132813696950723
"359",359,7e-06,1.00061765805265e-06,5.84837545126354e-10,3.34198437095308e-10,4.56303404591486e-11,0.506435238999807,0.0353015836647305,0.00361393207674293,0.132793830589386
"360",360,7e-06,1.00103639753199e-06,5.84837545126354e-10,3.34242264887976e-10,4.56634798760730e-11,0.50741753829311,0.0353124813793082,0.00361377462013489,0.132773965891938
"361",361,7e-06,1.0014519432502e-06,5.84837545126354e-10,3.34285971155679e-10,4.56966161092991e-11,0.508399149896552,0.0353233574178893,0.0036136335647297,0.132754102862319
"362",362,7e-06,1.00186432582338e-06,5.84837545126354e-10,3.3432955625208e-10,4.57297491430878e-11,0.509380073658377,0.0353342119593911,0.00361350865196854,0.132734241504452
"363",363,7e-06,1.00227357557814e-06,5.84837545126354e-10,3.34373020529769e-10,4.5762878961753e-11,0.51036030943505,0.0353450451802199,0.0036133996271562,0.132714381822248
"364",364,7e-06,1.00267972255418e-06,5.84837545126354e-10,3.34416364340268e-10,4.57960055496609e-11,0.511339857091139,0.035355857254309,0.00361330623940316,0.132694523819602
"365",365,7e-06,1.00308279650682e-06,5.84837545126354e-10,3.34459588034029e-10,4.58291288912304e-11,0.512318716499191,0.0353666483531541,0.00361322824156978,0.132674667500395
"366",366,7e-06,1.00348282690945e-06,5.84837545126354e-10,3.34502691960444e-10,4.58622489709324e-11,0.513296887539622,0.0353774186458504,0.00361316539021117,0.132654812868497
"367",367,7e-06,1.00387984295605e-06,5.84837545126354e-10,3.34545676467843e-10,4.589536577329e-11,0.514274370100593,0.035388168299127,0.00361311744552233,0.132634959927759
"368",368,7e-06,1.00427387356357e-06,5.84837545126354e-10,3.34588541903499e-10,4.59284792828782e-11,0.515251164077903,0.0353988974773817,0.00361308417128635,0.132615108682021
"369",369,7e-06,1.00466494737439e-06,5.84837545126354e-10,3.34631288613634e-10,4.59615894843236e-11,0.516227269374875,0.0354096063427152,0.00361306533482051,0.132595259135109
"370",370,7e-06,1.00505309275918e-06,5.84837545126354e-10,3.34673916943418e-10,4.59946963623048e-11,0.517202685902221,0.0354202950549716,0.00361306070691487,0.132575411290834
"371",371,7e-06,1.00543833781923e-06,5.84837545126354e-10,3.34716427236974e-10,4.60277999015515e-11,0.518177413577944,0.0354309637717704,0.00361307006178249,0.132555565152993
"372",372,7e-06,1.00582071038844e-06,5.84837545126354e-10,3.34758819837384e-10,4.60609000868448e-11,0.519151452327237,0.0354416126485345,0.00361309317701678,0.132535720725371
"373",373,7e-06,1.00620023803571e-06,5.84837545126354e-10,3.34801095086687e-10,4.60939969030169e-11,0.520124802082389,0.0354522418385217,0.00361312983354256,0.132515878011736
"374",374,7e-06,1.00657694806743e-06,5.84837545126354e-10,3.34843253325886e-10,4.61270903349511e-11,0.52109746278266,0.0354628514928602,0.00361317981556179,0.132496037015846
"375",375,7e-06,1.00695086753009e-06,5.84837545126354e-10,3.34885294894951e-10,4.61601803675814e-11,0.522069434374176,0.0354734417605834,0.00361324291050036,0.132476197741442
"376",376,7e-06,1.00732202321242e-06,5.84837545126354e-10,3.34927220132822e-10,4.61932669858924e-11,0.523040716809827,0.0354840127886583,0.00361331890896342,0.132456360192254
"377",377,7e-06,1.00769044164753e-06,5.84837545126354e-10,3.34969029377411e-10,4.62263501749195e-11,0.524011310049179,0.0354945647220146,0.003613407604692,0.132436524371996
"378",378,7e-06,1.00805614911523e-06,5.84837545126354e-10,3.35010722965604e-10,4.62594299197481e-11,0.52498121405837,0.035505097703575,0.0036135087945147,0.132416690284371
"379",379,7e-06,1.00841917164448e-06,5.84837545126354e-10,3.35052301233271e-10,4.62925062055141e-11,0.525950428810007,0.0355156118742876,0.00361362227829935,0.132396857933067
"380",380,7e-06,1.00877953501557e-06,5.84837545126354e-10,3.35093764515259e-10,4.63255790174032e-11,0.526918954283068,0.0355261073731551,0.00361374785890744,0.132377027321758
"381",381,7e-06,1.00913726476239e-06,5.84837545126354e-10,3.35135113145406e-10,4.63586483406513e-11,0.527886790462809,0.0355365843372632,0.00361388534215027,0.132357198454106
"382",382,7e-06,1.00949238617456e-06,5.84837545126354e-10,3.35176347456535e-10,4.63917141605438e-11,0.528853937340674,0.0355470429018088,0.00361403453674554,0.132337371333758
"383",383,7e-06,1.00984492429968e-06,5.84837545126354e-10,3.35217467780463e-10,4.64247764624157e-11,0.5298203949142,0.0355574832001286,0.00361419525427421,0.13231754596435
"384",384,7e-06,1.01019490394534e-06,5.84837545126354e-10,3.35258474448002e-10,4.64578352316516e-11,0.53078616318693,0.0355679053637247,0.00361436730913971,0.132297722349503
"385",385,7e-06,1.01054234968133e-06,5.84837545126354e-10,3.3529936778896e-10,4.64908904536852e-11,0.531751242168325,0.0355783095222928,0.00361455051852562,0.132277900492825
"386",386,7e-06,1.01088728584216e-06,5.84837545126354e-10,3.35340148132149e-10,4.65239421139995e-11,0.532715631873661,0.0355886958037534,0.00361474470234723,0.132258080397911
"387",387,7e-06,1.01122973652906e-06,5.84837545126354e-10,3.35380815805387e-10,4.65569901981265e-11,0.533679332323942,0.0355990643342772,0.00361494968321252,0.132238262068343
"388",388,7e-06,1.01156972561176e-06,5.84837545126354e-10,3.35421371135496e-10,4.65900346916467e-11,0.534642343545835,0.0356094152383068,0.00361516528638858,0.13221844550769
"389",389,7e-06,1.01190727673054e-06,5.84837545126354e-10,3.35461814448312e-10,4.66230755801897e-11,0.53560466557158,0.035619748638582,0.00361539133976311,0.132198630719508
"390",390,7e-06,1.01224241329849e-06,5.84837545126354e-10,3.35502146068682e-10,4.66561128494335e-11,0.536566298438907,0.0356300646561672,0.00361562767380159,0.13217881770734
"391",391,7e-06,1.01257515850371e-06,5.84837545126354e-10,3.35542366320474e-10,4.66891464851045e-11,0.53752724219094,0.0356403634104788,0.00361587412150558,0.132159006474715
"392",392,7e-06,1.01290553531124e-06,5.84837545126354e-10,3.35582475526572e-10,4.67221764729772e-11,0.538487496876128,0.035650645019308,0.00361613051837751,0.132139197025152
"393",393,7e-06,1.01323356646491e-06,5.84837545126354e-10,3.35622474008886e-10,4.67552027988745e-11,0.539447062548166,0.0356609095988431,0.00361639670238659,0.132119389362153
"394",394,7e-06,1.01355927448939e-06,5.84837545126354e-10,3.35662362088352e-10,4.6788225448667e-11,0.54040593926592,0.0356711572636937,0.0036166725139308,0.13209958348921
"395",395,7e-06,1.01388268169233e-06,5.84837545126354e-10,3.35702140084933e-10,4.68212444082731e-11,0.541364127093343,0.0356813881269158,0.00361695779579885,0.132079779409803
"396",396,7e-06,1.01420381016625e-06,5.84837545126354e-10,3.35741808317626e-10,4.68542596636591e-11,0.5423216260994,0.0356916023000352,0.00361725239313431,0.132059977127397
"397",397,7e-06,1.01452268179056e-06,5.84837545126354e-10,3.35781367104465e-10,4.68872712008385e-11,0.543278436357991,0.0357017998930694,0.00361755615340117,0.132040176645445
"398",398,7e-06,1.01483931823342e-06,5.84837545126354e-10,3.3582081676252e-10,4.69202790058724e-11,0.544234557947884,0.0357119810145503,0.00361786892634964,0.132020377967388
"399",399,7e-06,1.01515374095366e-06,5.84837545126354e-10,3.35860157607903e-10,4.69532830648691e-11,0.545189990952637,0.0357221457715458,0.00361819056398223,0.132000581096654
"400",400,7e-06,1.01546597120261e-06,5.84837545126354e-10,3.35899389955772e-10,4.69862833639838e-11,0.546144735460533,0.0357322942696809,0.00361852092052169,0.131980786036659
"401",401,7e-06,1.015776030026e-06,5.84837545126354e-10,3.35938514120329e-10,4.70192798894188e-11,0.547098791564508,0.0357424266131593,0.00361885985237765,0.131960992790806
"402",402,7e-06,1.01608393826616e-06,5.84837545126354e-10,3.3597753041483e-10,4.70522726274233e-11,0.548052159362072,0.0357525429047879,0.0036192072181086,0.131941201362486
"403",403,7e-06,1.01638971656378e-06,5.84837545126354e-10,3.36016439151584e-10,4.70852615642927e-11,0.549004838955238,0.0357626432459972,0.00361956287839112,0.131921411755077
"404",404,7e-06,1.01669338535948e-06,5.84837545126354e-10,3.36055240641954e-10,4.71182466863695e-11,0.549956830450473,0.0357727277368578,0.0036199266959935,0.131901623971944
"405",405,7e-06,1.01699496489556e-06,5.84837545126354e-10,3.36093935196365e-10,4.71512279800421e-11,0.550908133958626,0.0357827964761007,0.00362029853574546,0.131881838016442
"406",406,7e-06,1.01729447521802e-06,5.84837545126354e-10,3.36132523124302e-10,4.71842054317453e-11,0.551858749594862,0.0357928495611386,0.00362067826450443,0.131862053891912
"407",407,7e-06,1.01759193617849e-06,5.84837545126354e-10,3.36171004734317e-10,4.721717902796e-11,0.552808677478591,0.0358028870880877,0.00362106575112276,0.131842271601683
"408",408,7e-06,1.01788736743587e-06,5.84837545126354e-10,3.36209380334029e-10,4.7250148755213e-11,0.553757917733405,0.0358129091517852,0.00362146086642003,0.131822491149072
"409",409,7e-06,1.018180788458e-06,5.84837545126354e-10,3.36247650230129e-10,4.7283114600077e-11,0.554706470487027,0.035822915845807,0.00362186348315622,0.131802712537384
"410",410,7e-06,1.01847221852341e-06,5.84837545126354e-10,3.36285814728381e-10,4.73160765491702e-11,0.55565433587124,0.0358329072624872,0.00362227347600181,0.131782935769912
"411",411,7e-06,1.01876167672321e-06,5.84837545126354e-10,3.36323874133627e-10,4.73490345891565e-11,0.556601514021832,0.0358428834929372,0.00362269072150785,0.131763160849937
"412",412,7e-06,1.01904918196276e-06,5.84837545126354e-10,3.36361828749786e-10,4.7381988706745e-11,0.557548005078527,0.0358528446270641,0.00362311509807776,0.131743387780726
"413",413,7e-06,1.01933475296339e-06,5.84837545126354e-10,3.36399678879864e-10,4.74149388886901e-11,0.558493809184933,0.0358627907535884,0.00362354648594022,0.131723616565538
"414",414,7e-06,1.01961840826407e-06,5.84837545126354e-10,3.36437424825949e-10,4.74478851217914e-11,0.559438926488483,0.0358727219600613,0.00362398476712228,0.131703847207616
"415",415,7e-06,1.01990016622306e-06,5.84837545126354e-10,3.36475066889218e-10,4.74808273928935e-11,0.560383357140378,0.0358826383328823,0.00362442982542265,0.131684079710194
"416",416,7e-06,1.02018004501953e-06,5.84837545126354e-10,3.36512605369941e-10,4.75137656888856e-11,0.561327101295532,0.0358925399573152,0.00362488154638651,0.131664314076492
"417",417,7e-06,1.02045806265521e-06,5.84837545126354e-10,3.3655004056748e-10,4.75466999967019e-11,0.562270159112519,0.0359024269175051,0.00362533981727926,0.131644550309721
"418",418,7e-06,1.02073423695628e-06,5.84837545126354e-10,3.36587372780295e-10,4.75796303033209e-11,0.563212530753506,0.0359122992964982,0.00362580452705657,0.131624788413078
"419",419,7e-06,1.02100858557497e-06,5.84837545126354e-10,3.36624602305946e-10,4.76125565957656e-11,0.564154216384204,0.0359221571762572,0.00362627556634026,0.131605028389748
"420",420,7e-06,1.02128112599088e-06,5.84837545126354e-10,3.36661729441094e-10,4.76454788611033e-11,0.565095216173821,0.0359320006376748,0.00362675282739745,0.131585270242906
"421",421,7e-06,1.02155187551254e-06,5.84837545126354e-10,3.36698754481508e-10,4.76783970864455e-11,0.566035530295015,0.0359418297605891,0.0036272362041168,0.131565513975715
"422",422,7e-06,1.02182085127916e-06,5.84837545126354e-10,3.36735677722062e-10,4.77113112589477e-11,0.566975158923832,0.0359516446238009,0.00362772559198199,0.131545759591325
"423",423,7e-06,1.02208807026228e-06,5.84837545126354e-10,3.36772499456743e-10,4.77442213658093e-11,0.567914102239656,0.0359614453050903,0.00362822088804587,0.131526007092875
"424",424,7e-06,1.02235354926727e-06,5.84837545126354e-10,3.36809219978652e-10,4.77771273942734e-11,0.568852360425162,0.0359712318812311,0.00362872199090872,0.131506256483495
"425",425,7e-06,1.02261730493474e-06,5.84837545126354e-10,3.36845839580005e-10,4.78100293316266e-11,0.569789933666267,0.0359810044280041,0.00362922880069714,0.131486507766299
"426",426,7e-06,1.02287935374209e-06,5.84837545126354e-10,3.36882358552138e-10,4.78429271651993e-11,0.570726822152083,0.0359907630202125,0.00362974121904051,0.131466760944394
"427",427,7e-06,1.02313971200512e-06,5.84837545126354e-10,3.36918777185509e-10,4.78758208823651e-11,0.571663026074868,0.0360005077316974,0.00363025914904746,0.131447016020872
"428",428,7e-06,1.02339839587955e-06,5.84837545126354e-10,3.369550957697e-10,4.79087104705407e-11,0.572598545629974,0.0360102386353516,0.00363078249528372,0.131427272998816
"429",429,7e-06,1.02365542136247e-06,5.84837545126354e-10,3.36991314593422e-10,4.79415959171859e-11,0.573533381015806,0.0360199558031341,0.00363131116375068,0.131407531881298
"430",430,7e-06,1.02391080429379e-06,5.84837545126354e-10,3.37027433944516e-10,4.79744772098037e-11,0.574467532433774,0.0360296593060834,0.00363184506186436,0.131387792671376
"431",431,7e-06,1.02416456035775e-06,5.84837545126354e-10,3.37063454109954e-10,4.80073543359398e-11,0.575401000088252,0.0360393492143311,0.00363238409843436,0.1313680553721
"432",432,7e-06,1.02441670508423e-06,5.84837545126354e-10,3.37099375375845e-10,4.80402272831824e-11,0.576333784186528,0.036049025597115,0.00363292818364399,0.131348319986506
"433",433,7e-06,1.02466725385027e-06,5.84837545126354e-10,3.37135198027437e-10,4.80730960391626e-11,0.57726588493877,0.0360586885227921,0.0036334772290297,0.131328586517621
"434",434,7e-06,1.02491622188169e-06,5.84837545126354e-10,3.37170922349118e-10,4.81059605915537e-11,0.578197302557967,0.0360683380588542,0.00363403114745746,0.131308854968459
"435",435,7e-06,1.02516362425447e-06,5.84837545126354e-10,3.37206548624421e-10,4.81388209280713e-11,0.579128037259894,0.0360779742719402,0.00363458985310383,0.131289125342025
"436",436,7e-06,1.02540947589592e-06,5.84837545126354e-10,3.37242077136024e-10,4.81716770364734e-11,0.580058089263074,0.0360875972278464,0.0036351532614395,0.131269397641312
"437",437,7e-06,1.02565379158603e-06,5.84837545126354e-10,3.37277508165754e-10,4.82045289045597e-11,0.580987458788739,0.0360972069915388,0.00363572128921063,0.131249671869301
"438",438,7e-06,1.02589658595899e-06,5.84837545126354e-10,3.37312841994591e-10,4.82373765201722e-11,0.581916146060786,0.0361068036271667,0.00363629385441802,0.131229948028964
"439",439,7e-06,1.02613787350465e-06,5.84837545126354e-10,3.37348078902669e-10,4.82702198711945e-11,0.582844151305733,0.0361163871980757,0.00363687087629673,0.13121022612326
"440",440,7e-06,1.0263776685698e-06,5.84837545126354e-10,3.37383219169278e-10,4.83030589455518e-11,0.583771474752683,0.0361259577668189,0.003637452275299,0.131190506155139
"441",441,7e-06,1.0266159853594e-06,5.84837545126354e-10,3.37418263072869e-10,4.8335893731211e-11,0.584698116633286,0.0361355153951676,0.00363803797307762,0.131170788127539
"442",442,7e-06,1.02685283793796e-06,5.84837545126354e-10,3.37453210891053e-10,4.83687242161803e-11,0.585624077181703,0.0361450601441233,0.00363862789246743,0.131151072043387
"443",443,7e-06,1.0270882402309e-06,5.84837545126354e-10,3.3748806290061e-10,4.84015503885092e-11,0.586549356634566,0.0361545920739295,0.00363922195746682,0.131131357905601
"444",444,7e-06,1.0273222060259e-06,5.84837545126354e-10,3.37522819377483e-10,4.84343722362885e-11,0.587473955230938,0.0361641112440834,0.00363982009322026,0.131111645717086
"445",445,7e-06,1.02755474897415e-06,5.84837545126354e-10,3.37557480596787e-10,4.84671897476499e-11,0.588397873212279,0.0361736177133464,0.00364042222600151,0.131091935480738
"446",446,7e-06,1.02778588259164e-06,5.84837545126354e-10,3.37592046832811e-10,4.8500002910766e-11,0.589321110822409,0.036183111539755,0.00364102828319698,0.131072227199441
"447",447,7e-06,1.0280156202604e-06,5.84837545126354e-10,3.37626518359017e-10,4.85328117138503e-11,0.590243668307477,0.0361925927806316,0.00364163819328924,0.131052520876069
"448",448,7e-06,1.02824397522974e-06,5.84837545126354e-10,3.37660895448046e-10,4.85656161451567e-11,0.591165545915921,0.0362020614925943,0.00364225188584138,0.131032816513486
"449",449,7e-06,1.02847096061749e-06,5.84837545126354e-10,3.37695178371719e-10,4.85984161929801e-11,0.592086743898439,0.0362115177315678,0.00364286929148079,0.131013114114545
"450",450,7e-06,1.02869658941148e-06,5.84837545126354e-10,3.3772936740104e-10,4.86312118456554e-11,0.593007262507946,0.0362209615527949,0.00364349034188064,0.130993413682089
"451",451,7e-06,1.02892087447064e-06,5.84837545126354e-10,3.37763462806199e-10,4.8664003091558e-11,0.593927101999544,0.0362303930108467,0.00364411496974492,0.130973715218948
"452",452,7e-06,1.02914382852614e-06,5.84837545126354e-10,3.37797464856575e-10,4.86967899191033e-11,0.594846262630492,0.0362398121596306,0.00364474310879554,0.130954018727945
"453",453,7e-06,1.02936546418247e-06,5.84837545126354e-10,3.37831373820735e-10,4.87295723167469e-11,0.595764744660178,0.0362492190523999,0.00364537469375761,0.130934324211891
"454",454,7e-06,1.0295857939188e-06,5.84837545126354e-10,3.3786518996644e-10,4.87623502729844e-11,0.596682548350082,0.0362586137417643,0.0036460096603431,0.130914631673586
"455",455,7e-06,1.02980483009025e-06,5.84837545126354e-10,3.37898913560649e-10,4.8795123776351e-11,0.597599673963738,0.0362679962797006,0.00364664794523478,0.130894941115822
"456",456,7e-06,1.03002258492899e-06,5.84837545126354e-10,3.37932544869515e-10,4.88278928154217e-11,0.598516121766715,0.036277366717561,0.0036472894860728,0.130875252541377
"457",457,7e-06,1.0302390705453e-06,5.84837545126354e-10,3.37966084158395e-10,4.8860657378811e-11,0.599431892026578,0.0362867251060816,0.00364793422144158,0.130855565953022
"458",458,7e-06,1.03045429892881e-06,5.84837545126354e-10,3.37999531691848e-10,4.8893417455173e-11,0.600346985012864,0.0362960714953921,0.00364858209085527,0.130835881353517
"459",459,7e-06,1.03066828194965e-06,5.84837545126354e-10,3.38032887733638e-10,4.89261730332009e-11,0.601261400997048,0.036305405935025,0.00364923303474319,0.130816198745611
"460",460,7e-06,1.0308810313596e-06,5.84837545126354e-10,3.38066152546737e-10,4.89589241016272e-11,0.602175140252514,0.0363147284739244,0.00364988699443612,0.130796518132044
"461",461,7e-06,1.03109255879323e-06,5.84837545126354e-10,3.38099326393329e-10,4.89916706492237e-11,0.603088203054528,0.0363240391604547,0.00365054391215304,0.130776839515544
"462",462,7e-06,1.03130287576899e-06,5.84837545126354e-10,3.38132409534811e-10,4.90244126648007e-11,0.604000589680207,0.0363333380424092,0.00365120373098808,0.130757162898831
"463",463,7e-06,1.03151199369029e-06,5.84837545126354e-10,3.38165402231792e-10,4.90571501372078e-11,0.604912300408496,0.036342625167018,0.00365186639489752,0.130737488284613
"464",464,7e-06,1.03171992384657e-06,5.84837545126354e-10,3.38198304744104e-10,4.90898830553331e-11,0.605823335520135,0.0363519005809564,0.00365253184868751,0.130717815675591
"465",465,7e-06,1.0319266774144e-06,5.84837545126354e-10,3.38231117330796e-10,4.91226114081034e-11,0.606733695297639,0.036361164330353,0.0036532000380013,0.130698145074453
"466",466,7e-06,1.0321322654587e-06,5.84837545126354e-10,3.38263840250139e-10,4.91553351844839e-11,0.607643380025259,0.0363704164607989,0.00365387090930464,0.130678476483877
"467",467,7e-06,1.03233669893382e-06,5.84837545126354e-10,3.38296473759633e-10,4.91880543734782e-11,0.608552389988966,0.0363796570173558,0.00365454440987407,0.130658809906535
"468",468,7e-06,1.03253998868437e-06,5.84837545126354e-10,3.38329018116003e-10,4.92207689641283e-11,0.60946072547642,0.0363888860445621,0.00365522048778673,0.130639145345084
"469",469,7e-06,1.0327421454463e-06,5.84837545126354e-10,3.38361473575205e-10,4.92534789455141e-11,0.61036838677695,0.0363981035864405,0.00365589909190882,0.130619482802174
"470",470,7e-06,1.03294317984799e-06,5.84837545126354e-10,3.38393840392425e-10,4.92861843067537e-11,0.611275374181528,0.0364073096865064,0.00365658017188268,0.130599822280446
"471",471,7e-06,1.03314310241138e-06,5.84837545126354e-10,3.38426118822087e-10,4.93188850370031e-11,0.612181687982737,0.036416504387776,0.00365726367811421,0.130580163782528
"472",472,7e-06,1.03334192355293e-06,5.84837545126354e-10,3.38458309117851e-10,4.93515811254562e-11,0.613087328474752,0.0364256877327731,0.00365794956176227,0.130560507311042
"473",473,7e-06,1.03353965358455e-06,5.84837545126354e-10,3.38490411532615e-10,4.93842725613443e-11,0.613992295953318,0.0364348597635357,0.0036586377747284,0.130540852868598
"474",474,7e-06,1.03373630271462e-06,5.84837545126354e-10,3.38522426318522e-10,4.94169593339364e-11,0.614896590715721,0.0364440205216235,0.00365932826964541,0.130521200457796
"475",475,7e-06,1.03393188104904e-06,5.84837545126354e-10,3.38554353726957e-10,4.94496414325392e-11,0.615800213060771,0.0364531700481254,0.00366002099986584,0.130501550081228
"476",476,7e-06,1.03412639859224e-06,5.84837545126354e-10,3.38586194008552e-10,4.94823188464964e-11,0.616703163288771,0.0364623083836662,0.00366071591945123,0.130481901741476
"477",477,7e-06,1.03431986524812e-06,5.84837545126354e-10,3.38617947413187e-10,4.9514991565189e-11,0.617605441701501,0.0364714355684132,0.00366141298316171,0.130462255441112
"478",478,7e-06,1.03451229082099e-06,5.84837545126354e-10,3.38649614189997e-10,4.95476595780353e-11,0.61850704860219,0.0364805516420835,0.00366211214644568,0.130442611182697
"479",479,7e-06,1.03470368501657e-06,5.84837545126354e-10,3.38681194587366e-10,4.95803228744904e-11,0.619407984295499,0.0364896566439499,0.00366281336542962,0.130422968968786
"480",480,7e-06,1.03489405744286e-06,5.84837545126354e-10,3.38712688852936e-10,4.96129814440464e-11,0.620308249087498,0.0364987506128474,0.0036635165969084,0.130403328801921
"481",481,7e-06,1.0350834176111e-06,5.84837545126354e-10,3.38744097233609e-10,4.96456352762321e-11,0.621207843285646,0.0365078335871798,0.00366422179833525,0.130383690684637
"482",482,7e-06,1.03527177493687e-06,5.84837545126354e-10,3.38775419975545e-10,4.96782843606131e-11,0.622106767198762,0.0365169056049268,0.0036649289278103,0.130364054619459
"483",483,7e-06,1.03545913874096e-06,5.84837545126354e-10,3.38806657324167e-10,4.97109286867914e-11,0.623005021137012,0.0365259667036505,0.00366563794407131,0.130344420608901
"484",484,7e-06,1.03564551825014e-06,5.84837545126354e-10,3.38837809524166e-10,4.97435682444055e-11,0.623902605411885,0.0365350169204997,0.00366634880648572,0.13032478865547
"485",485,7e-06,1.03583092259806e-06,5.84837545126354e-10,3.38868876819498e-10,4.97762030231303e-11,0.624799520336177,0.0365440562922166,0.00366706147504151,0.130305158761662
"486",486,7e-06,1.03601536082622e-06,5.84837545126354e-10,3.38899859453388e-10,4.98088330126768e-11,0.62569576622397,0.036553084855143,0.00366777591033707,0.130285530929966
"487",487,7e-06,1.03619884188495e-06,5.84837545126354e-10,3.38930757668336e-10,4.98414582027922e-11,0.626591343390609,0.0365621026452264,0.0036684920735713,0.130265905162858
"488",488,7e-06,1.03638137463422e-06,5.84837545126354e-10,3.38961571706113e-10,4.98740785832598e-11,0.627486252152683,0.0365711096980261,0.00366920992653524,0.130246281462808
"489",489,7e-06,1.03656296784443e-06,5.84837545126354e-10,3.38992301807769e-10,4.99066941438985e-11,0.628380492828011,0.0365801060487175,0.00366992943160408,0.130226659832276
"490",490,7e-06,1.03674363019736e-06,5.84837545126354e-10,3.39022948213632e-10,4.99393048745632e-11,0.629274065735617,0.0365890917320988,0.00367065055172802,0.130207040273712
"491",491,7e-06,1.036923370287e-06,5.84837545126354e-10,3.39053511163309e-10,4.99719107651446e-11,0.630166971195719,0.0365980667825961,0.00367137325042337,0.130187422789558
"492",492,7e-06,1.03710219662048e-06,5.84837545126354e-10,3.39083990895695e-10,5.00045118055687e-11,0.631059209529702,0.0366070312342693,0.00367209749176396,0.130167807382246
"493",493,7e-06,1.03728011761884e-06,5.84837545126354e-10,3.39114387648965e-10,5.00371079857971e-11,0.631950781060106,0.0366159851208172,0.00367282324037304,0.130148194054199
"494",494,7e-06,1.0374571416179e-06,5.84837545126354e-10,3.39144701660585e-10,5.00696992958267e-11,0.632841686110606,0.0366249284755827,0.00367355046141515,0.130128582807833
"495",495,7e-06,1.03763327686905e-06,5.84837545126354e-10,3.39174933167311e-10,5.01022857256898e-11,0.633731925005995,0.0366338613315582,0.00367427912058805,0.130108973645551
"496",496,7e-06,1.03780853154006e-06,5.84837545126354e-10,3.3920508240519e-10,5.01348672654535e-11,0.63462149807217,0.03664278372139,0.00367500918411517,0.130089366569751
"497",497,7e-06,1.0379829137159e-06,5.84837545126354e-10,3.39235149609563e-10,5.01674439052204e-11,0.63551040563611,0.036651695677384,0.00367574061873767,0.130069761582819
"498",498,7e-06,1.03815643139966e-06,5.84837545126354e-10,3.39265135015068e-10,5.02000156351276e-11,0.636398648025863,0.0366605972315111,0.00367647339170544,0.130050158687135
"499",499,7e-06,1.03832909251334e-06,5.84837545126354e-10,3.39295038855642e-10,5.02325824453473e-11,0.637286225570523,0.0366694884154121,0.0036772074707698,0.130030557885068
"500",500,7e-06,1.03850090489851e-06,5.84837545126354e-10,3.39324861364524e-10,5.02651443260863e-11,0.638173138600223,0.0366783692604015,0.00367794282417726,0.130010959178979
"501",501,7e-06,1.03867187631706e-06,5.84837545126354e-10,3.39354602774254e-10,5.02977012675859e-11,0.639059387446115,0.0366872397974724,0.00367867942066232,0.129991362571219
"502",502,7e-06,1.03884201445206e-06,5.84837545126354e-10,3.39384263316678e-10,5.03302532601222e-11,0.639944972440357,0.0366961000573015,0.0036794172294395,0.129971768064133
"503",503,7e-06,1.0390113269086e-06,5.84837545126354e-10,3.39413843222948e-10,5.03628002940054e-11,0.640829893916089,0.0367049500702539,0.00368015622019554,0.129952175660053
"504",504,7e-06,1.03917982121449e-06,5.84837545126354e-10,3.39443342723529e-10,5.03953423595802e-11,0.641714152207429,0.0367137898663877,0.00368089636308286,0.129932585361308
"505",505,7e-06,1.03934750482095e-06,5.84837545126354e-10,3.39472762048194e-10,5.04278794472254e-11,0.64259774764945,0.036722619475458,0.00368163762871321,0.129912997170212
"506",506,7e-06,1.03951438510343e-06,5.84837545126354e-10,3.39502101426033e-10,5.0460411547354e-11,0.64348068057817,0.0367314389269213,0.00368237998815053,0.129893411089075
"507",507,7e-06,1.03968046936231e-06,5.84837545126354e-10,3.39531361085447e-10,5.04929386504127e-11,0.644362951330533,0.03674024824994,0.00368312341290391,0.129873827120196
"508",508,7e-06,1.03984576482372e-06,5.84837545126354e-10,3.39560541254161e-10,5.05254607468825e-11,0.645244560244399,0.0367490474733871,0.0036838678749209,0.129854245265866
"509",509,7e-06,1.04001027864019e-06,5.84837545126354e-10,3.39589642159217e-10,5.05579778272778e-11,0.646125507658526,0.0367578366258498,0.00368461334658104,0.129834665528369
"510",510,7e-06,1.04017401789142e-06,5.84837545126354e-10,3.39618664026978e-10,5.0590489882147e-11,0.64700579391256,0.0367666157356342,0.00368535980068951,0.129815087909977
"511",511,7e-06,1.04033698958496e-06,5.84837545126354e-10,3.39647607083135e-10,5.06229969020717e-11,0.647885419347015,0.0367753848307687,0.00368610721047084,0.129795512412958
"512",512,7e-06,1.04049920065687e-06,5.84837545126354e-10,3.39676471552702e-10,5.06554988776674e-11,0.648764384303269,0.0367841439390086,0.00368685554956285,0.129775939039566
"513",513,7e-06,1.04066065797249e-06,5.84837545126354e-10,3.39705257660024e-10,5.06879957995827e-11,0.649642689123542,0.0367928930878392,0.00368760479201053,0.129756367792052
"514",514,7e-06,1.04082136832719e-06,5.84837545126354e-10,3.39733965628774e-10,5.07204876584994e-11,0.650520334150887,0.0368016323044812,0.00368835491225885,0.129736798672655
