"","time","ABi","ABo","Tau","Fi","Fo","A","M1","M2","N"
"2005",2005,7e-06,1.09826020485366e-06,5.84837545126354e-10,3.50538603544471e-10,9.18231814942846e-11,1.42165142855674,0.0438632276376234,0.00438632276376392,0.103333823249212
"2006",2006,7e-06,1.0982474329553e-06,5.84837545126354e-10,3.50539346781354e-10,9.18457623831277e-11,1.42192115532333,0.0438657129300585,0.00438657129300741,0.103317996139723
"2007",2007,7e-06,1.09823462247999e-06,5.84837545126354e-10,3.50540088386843e-10,9.18683371196183e-11,1.42219067032273,0.0438681965612557,0.0043868196561271,0.103302171437989
"2008",2008,7e-06,1.09822177346992e-06,5.84837545126354e-10,3.5054082836475e-10,9.1890905705237e-11,1.42245997373414,0.0438706785327637,0.00438706785327788,0.103286349143682
"2009",2009,7e-06,1.09820888596725e-06,5.84837545126354e-10,3.5054156671888e-10,9.19134681414649e-11,1.42272906573666,0.0438731588461296,0.00438731588461445,0.103270529256475
"2010",2010,7e-06,1.0981959600141e-06,5.84837545126354e-10,3.50542303453026e-10,9.19360244297828e-11,1.42299794650921,0.0438756375028984,0.00438756375029131,0.10325471177604
"2011",2011,7e-06,1.09818299565259e-06,5.84837545126354e-10,3.50543038570971e-10,9.19585745716719e-11,1.42326661623058,0.0438781145046134,0.00438781145046279,0.103238896702049
"2012",2012,7e-06,1.09816999292477e-06,5.84837545126354e-10,3.50543772076492e-10,9.19811185686134e-11,1.42353507507942,0.0438805898528159,0.00438805898528301,0.103223084034173
"2013",2013,7e-06,1.0981569518727e-06,5.84837545126354e-10,3.50544503973352e-10,9.20036564220887e-11,1.42380332323422,0.0438830635490454,0.00438830635490594,0.103207273772086
"2014",2014,7e-06,1.09814387253837e-06,5.84837545126354e-10,3.5054523426531e-10,9.20261881335791e-11,1.42407136087333,0.0438855355948395,0.00438855355948533,0.103191465915459
"2015",2015,7e-06,1.09813075496377e-06,5.84837545126354e-10,3.50545962956111e-10,9.20487137045662e-11,1.42433918817496,0.0438880059917341,0.00438880059917477,0.103175660463963
"2016",2016,7e-06,1.09811759919084e-06,5.84837545126354e-10,3.50546690049494e-10,9.20712331365317e-11,1.42460680531718,0.0438904747412631,0.00438904747412766,0.103159857417271
"2017",2017,7e-06,1.09810440526149e-06,5.84837545126354e-10,3.50547415549187e-10,9.20937464309572e-11,1.42487421247791,0.0438929418449587,0.00438929418449719,0.103144056775055
"2018",2018,7e-06,1.09809117321761e-06,5.84837545126354e-10,3.50548139458909e-10,9.21162535893246e-11,1.42514140983491,0.043895407304351,0.0043895407304364,0.103128258536986
"2019",2019,7e-06,1.09807790310106e-06,5.84837545126354e-10,3.50548861782371e-10,9.21387546131158e-11,1.42540839756583,0.0438978711209684,0.00438978711209813,0.103112462702736
"2020",2020,7e-06,1.09806459495365e-06,5.84837545126354e-10,3.50549582523274e-10,9.21612495038129e-11,1.42567517584814,0.0439003332963377,0.00439003332963503,0.103096669271976
"2021",2021,7e-06,1.09805124881718e-06,5.84837545126354e-10,3.50550301685309e-10,9.2183738262898e-11,1.42594174485919,0.0439027938319834,0.00439027938319959,0.103080878244379
"2022",2022,7e-06,1.09803786473341e-06,5.84837545126354e-10,3.50551019272159e-10,9.22062208918533e-11,1.42620810477618,0.0439052527294286,0.00439052527294408,0.103065089619616
"2023",2023,7e-06,1.09802444274407e-06,5.84837545126354e-10,3.50551735287499e-10,9.22286973921611e-11,1.42647425577615,0.0439077099901942,0.00439077099902063,0.103049303397358
"2024",2024,7e-06,1.09801098289085e-06,5.84837545126354e-10,3.50552449734992e-10,9.22511677653038e-11,1.42674019803603,0.0439101656157996,0.00439101656158115,0.103033519577277
"2025",2025,7e-06,1.09799748521543e-06,5.84837545126354e-10,3.50553162618295e-10,9.2273632012764e-11,1.42700593173257,0.0439126196077622,0.00439126196077739,0.103017738159044
"2026",2026,7e-06,1.09798394975945e-06,5.84837545126354e-10,3.50553873941053e-10,9.22960901360241e-11,1.4272714570424,0.0439150719675975,0.0043915071967609,0.103001959142331
"2027",2027,7e-06,1.0979703765645e-06,5.84837545126354e-10,3.50554583706905e-10,9.2318542136567e-11,1.427536774142,0.0439175226968194,0.00439175226968308,0.102986182526809
"2028",2028,7e-06,1.09795676567217e-06,5.84837545126354e-10,3.50555291919479e-10,9.23409880158753e-11,1.4278018832077,0.0439199717969398,0.0043919971796951,0.102970408312149
"2029",2029,7e-06,1.09794311712401e-06,5.84837545126354e-10,3.50555998582395e-10,9.23634277754318e-11,1.42806678441569,0.0439224192694689,0.00439224192694799,0.102954636498023
"2030",2030,7e-06,1.09792943096151e-06,5.84837545126354e-10,3.50556703699264e-10,9.23858614167196e-11,1.42833147794203,0.0439248651159149,0.00439248651159258,0.102938867084101
"2031",2031,7e-06,1.09791570722618e-06,5.84837545126354e-10,3.50557407273687e-10,9.24082889412217e-11,1.42859596396261,0.0439273093377845,0.00439273093377952,0.102923100070056
"2032",2032,7e-06,1.09790194595945e-06,5.84837545126354e-10,3.50558109309257e-10,9.2430710350421e-11,1.42886024265321,0.0439297519365824,0.00439297519365929,0.102907335455557
"2033",2033,7e-06,1.09788814720276e-06,5.84837545126354e-10,3.50558809809559e-10,9.24531256458009e-11,1.42912431418943,0.0439321929138114,0.00439321929138218,0.102891573240276
"2034",2034,7e-06,1.09787431099749e-06,5.84837545126354e-10,3.50559508778168e-10,9.24755348288445e-11,1.42938817874676,0.0439346322709727,0.0043934632270983,0.102875813423884
"2035",2035,7e-06,1.09786043738501e-06,5.84837545126354e-10,3.50560206218651e-10,9.24979379010353e-11,1.42965183650053,0.0439370700095656,0.00439370700095757,0.102860056006052
"2036",2036,7e-06,1.09784652640664e-06,5.84837545126354e-10,3.50560902134565e-10,9.25203348638566e-11,1.42991528762592,0.0439395061310877,0.00439395061310976,0.102844300986451
"2037",2037,7e-06,1.09783257810367e-06,5.84837545126354e-10,3.50561596529459e-10,9.25427257187918e-11,1.43017853229799,0.0439419406370345,0.00439419406370443,0.102828548364752
"2038",2038,7e-06,1.09781859251739e-06,5.84837545126354e-10,3.50562289406873e-10,9.25651104673247e-11,1.43044157069164,0.0439443735289002,0.00439443735289098,0.102812798140625
"2039",2039,7e-06,1.09780456968902e-06,5.84837545126354e-10,3.5056298077034e-10,9.25874891109387e-11,1.43070440298164,0.0439468048081768,0.00439468048081863,0.102797050313742
"2040",2040,7e-06,1.09779050965977e-06,5.84837545126354e-10,3.50563670623381e-10,9.26098616511176e-11,1.43096702934259,0.0439492344763546,0.0043949234476364,0.102781304883773
"2041",2041,7e-06,1.09777641247082e-06,5.84837545126354e-10,3.50564358969511e-10,9.26322280893453e-11,1.43122944994899,0.0439516625349223,0.00439516625349315,0.102765561850388
"2042",2042,7e-06,1.09776227816331e-06,5.84837545126354e-10,3.50565045812236e-10,9.26545884271054e-11,1.43149166497516,0.0439540889853666,0.00439540889853757,0.102749821213259
"2043",2043,7e-06,1.09774810677835e-06,5.84837545126354e-10,3.50565731155053e-10,9.2676942665882e-11,1.4317536745953,0.0439565138291726,0.00439565138291816,0.102734082972057
"2044",2044,7e-06,1.09773389835703e-06,5.84837545126354e-10,3.50566415001449e-10,9.26992908071591e-11,1.43201547898346,0.0439589370678235,0.00439589370678324,0.102718347126451
"2045",2045,7e-06,1.0977196529404e-06,5.84837545126354e-10,3.50567097354904e-10,9.27216328524206e-11,1.43227707831355,0.0439613587028008,0.00439613587028095,0.102702613676112
"2046",2046,7e-06,1.09770537056948e-06,5.84837545126354e-10,3.50567778218891e-10,9.27439688031508e-11,1.43253847275934,0.0439637787355841,0.00439637787355927,0.10268688262071
"2047",2047,7e-06,1.09769105128526e-06,5.84837545126354e-10,3.5056845759687e-10,9.27662986608338e-11,1.43279966249444,0.0439661971676514,0.00439661971676598,0.102671153959917
"2048",2048,7e-06,1.0976766951287e-06,5.84837545126354e-10,3.50569135492297e-10,9.27886224269537e-11,1.43306064769235,0.0439686140004788,0.00439686140004871,0.102655427693403
"2049",2049,7e-06,1.09766230214073e-06,5.84837545126354e-10,3.50569811908617e-10,9.2810940102995e-11,1.43332142852641,0.0439710292355408,0.0043971029235549,0.102639703820837
"2050",2050,7e-06,1.09764787236225e-06,5.84837545126354e-10,3.50570486849268e-10,9.28332516904420e-11,1.43358200516981,0.0439734428743099,0.0043973442874318,0.10262398234189
"2051",2051,7e-06,1.09763340583412e-06,5.84837545126354e-10,3.50571160317677e-10,9.28555571907792e-11,1.43384237779562,0.0439758549182571,0.0043975854918265,0.102608263256233
"2052",2052,7e-06,1.09761890259719e-06,5.84837545126354e-10,3.50571832317265e-10,9.28778566054909e-11,1.43410254657675,0.0439782653688514,0.00439782653688592,0.102592546563536
"2053",2053,7e-06,1.09760436269225e-06,5.84837545126354e-10,3.50572502851445e-10,9.29001499360618e-11,1.43436251168599,0.0439806742275602,0.0043980674227568,0.102576832263469
"2054",2054,7e-06,1.09758978616009e-06,5.84837545126354e-10,3.50573171923619e-10,9.29224371839764e-11,1.43462227329596,0.0439830814958492,0.00439830814958568,0.102561120355701
"2055",2055,7e-06,1.09757517304145e-06,5.84837545126354e-10,3.50573839537183e-10,9.29447183507194e-11,1.43488183157915,0.0439854871751823,0.00439854871751897,0.102545410839904
"2056",2056,7e-06,1.09756052337704e-06,5.84837545126354e-10,3.50574505695523e-10,9.29669934377755e-11,1.43514118670793,0.0439878912670214,0.00439878912670288,0.102529703715747
"2057",2057,7e-06,1.09754583720754e-06,5.84837545126354e-10,3.50575170402018e-10,9.29892624466294e-11,1.4354003388545,0.0439902937728271,0.00439902937728343,0.102513998982901
"2058",2058,7e-06,1.09753111457361e-06,5.84837545126354e-10,3.50575833660039e-10,9.3011525378766e-11,1.43565928819094,0.0439926946940579,0.0043992694694065,0.102498296641035
"2059",2059,7e-06,1.09751635551588e-06,5.84837545126354e-10,3.50576495472947e-10,9.303378223567e-11,1.43591803488917,0.0439950940321707,0.00439950940321778,0.102482596689819
"2060",2060,7e-06,1.09750156007492e-06,5.84837545126354e-10,3.50577155844095e-10,9.30560330188265e-11,1.43617657912099,0.0439974917886208,0.00439974917886277,0.102466899128923
"2061",2061,7e-06,1.0974867282913e-06,5.84837545126354e-10,3.5057781477683e-10,9.30782777297203e-11,1.43643492105804,0.0439998879648615,0.00439998879648684,0.102451203958017
"2062",2062,7e-06,1.09747186020556e-06,5.84837545126354e-10,3.50578472274488e-10,9.31005163698364e-11,1.43669306087184,0.0440022825623446,0.00440022825623513,0.102435511176771
"2063",2063,7e-06,1.09745695585819e-06,5.84837545126354e-10,3.50579128340399e-10,9.312274894066e-11,1.43695099873375,0.04400467558252,0.00440046755825266,0.102419820784855
"2064",2064,7e-06,1.09744201528965e-06,5.84837545126354e-10,3.50579782977883e-10,9.3144975443676e-11,1.43720873481501,0.0440070670268359,0.00440070670268424,0.102404132781939
"2065",2065,7e-06,1.09742703854039e-06,5.84837545126354e-10,3.50580436190253e-10,9.31671958803696e-11,1.43746626928669,0.0440094568967389,0.00440094568967454,0.102388447167692
"2066",2066,7e-06,1.09741202565081e-06,5.84837545126354e-10,3.50581087980814e-10,9.3189410252226e-11,1.43772360231974,0.0440118451936738,0.00440118451936802,0.102372763941783
"2067",2067,7e-06,1.0973969766613e-06,5.84837545126354e-10,3.50581738352862e-10,9.32116185607304e-11,1.43798073408499,0.0440142319190837,0.00440142319190899,0.102357083103883
"2068",2068,7e-06,1.09738189161218e-06,5.84837545126354e-10,3.50582387309686e-10,9.3233820807368e-11,1.43823766475308,0.0440166170744099,0.0044016617074416,0.102341404653662
"2069",2069,7e-06,1.09736677054379e-06,5.84837545126354e-10,3.50583034854565e-10,9.32560169936241e-11,1.43849439449456,0.044019000661092,0.00440190006610981,0.102325728590788
"2070",2070,7e-06,1.09735161349641e-06,5.84837545126354e-10,3.50583680990773e-10,9.32782071209842e-11,1.4387509234798,0.0440213826805681,0.00440213826805741,0.102310054914931
"2071",2071,7e-06,1.09733642051028e-06,5.84837545126354e-10,3.50584325721574e-10,9.33003911909334e-11,1.43900725187907,0.0440237631342744,0.00440237631342803,0.102294383625761
"2072",2072,7e-06,1.09732119162563e-06,5.84837545126354e-10,3.50584969050223e-10,9.33225692049572e-11,1.43926337986246,0.0440261420236453,0.00440261420236511,0.102278714722948
"2073",2073,7e-06,1.09730592688266e-06,5.84837545126354e-10,3.50585610979969e-10,9.33447411645411e-11,1.43951930759995,0.0440285193501138,0.00440285193501195,0.10226304820616
"2074",2074,7e-06,1.09729062632153e-06,5.84837545126354e-10,3.50586251514053e-10,9.33669070711705e-11,1.43977503526137,0.0440308951151108,0.00440308951151164,0.102247384075068
"2075",2075,7e-06,1.09727528998236e-06,5.84837545126354e-10,3.50586890655706e-10,9.33890669263309e-11,1.44003056301641,0.0440332693200659,0.00440332693200715,0.10223172232934
"2076",2076,7e-06,1.09725991790526e-06,5.84837545126354e-10,3.50587528408154e-10,9.34112207315079e-11,1.44028589103462,0.0440356419664068,0.00440356419664123,0.102216062968645
"2077",2077,7e-06,1.0972445101303e-06,5.84837545126354e-10,3.50588164774613e-10,9.34333684881869e-11,1.44054101948542,0.0440380130555595,0.00440380130555649,0.102200405992654
"2078",2078,7e-06,1.09722906669752e-06,5.84837545126354e-10,3.50588799758291e-10,9.34555101978537e-11,1.44079594853807,0.0440403825889483,0.00440403825889536,0.102184751401036
"2079",2079,7e-06,1.09721358764692e-06,5.84837545126354e-10,3.5058943336239e-10,9.34776458619937e-11,1.44105067836172,0.0440427505679959,0.00440427505680011,0.102169099193458
"2080",2080,7e-06,1.09719807301849e-06,5.84837545126354e-10,3.50590065590103e-10,9.34997754820927e-11,1.44130520912536,0.0440451169941233,0.00440451169941284,0.102153449369592
"2081",2081,7e-06,1.09718252285218e-06,5.84837545126354e-10,3.50590696444614e-10,9.35218990596363e-11,1.44155954099785,0.0440474818687497,0.00440474818687548,0.102137801929106
"2082",2082,7e-06,1.09716693718789e-06,5.84837545126354e-10,3.50591325929101e-10,9.35440165961102e-11,1.4418136741479,0.0440498451932927,0.00440498451932977,0.102122156871669
"2083",2083,7e-06,1.09715131606553e-06,5.84837545126354e-10,3.50591954046734e-10,9.3566128093e-11,1.44206760874409,0.0440522069691683,0.00440522069691732,0.10210651419695
"2084",2084,7e-06,1.09713565952493e-06,5.84837545126354e-10,3.50592580800674e-10,9.35882335517917e-11,1.44232134495488,0.0440545671977907,0.00440545671977955,0.102090873904618
"2085",2085,7e-06,1.09711996760594e-06,5.84837545126354e-10,3.50593206194076e-10,9.36103329739708e-11,1.44257488294856,0.0440569258805724,0.00440569258805772,0.102075235994343
"2086",2086,7e-06,1.09710424034834e-06,5.84837545126354e-10,3.50593830230086e-10,9.36324263610232e-11,1.44282822289329,0.0440592830189244,0.00440592830189291,0.102059600465793
"2087",2087,7e-06,1.0970884777919e-06,5.84837545126354e-10,3.50594452911844e-10,9.36545137144347e-11,1.44308136495711,0.0440616386142559,0.00440616386142605,0.102043967318637
"2088",2088,7e-06,1.09707267997635e-06,5.84837545126354e-10,3.50595074242478e-10,9.36765950356910e-11,1.4433343093079,0.0440639926679743,0.00440639926679789,0.102028336552544
"2089",2089,7e-06,1.0970568469414e-06,5.84837545126354e-10,3.50595694225115e-10,9.36986703262781e-11,1.44358705611341,0.0440663451814857,0.00440663451814902,0.102012708167183
"2090",2090,7e-06,1.09704097872671e-06,5.84837545126354e-10,3.50596312862868e-10,9.37207395876818e-11,1.44383960554126,0.0440686961561942,0.00440686961561987,0.101997082162224
"2091",2091,7e-06,1.09702507537194e-06,5.84837545126354e-10,3.50596930158846e-10,9.37428028213878e-11,1.44409195775892,0.0440710455935024,0.00440710455935068,0.101981458537334
"2092",2092,7e-06,1.09700913691669e-06,5.84837545126354e-10,3.5059754611615e-10,9.37648600288822e-11,1.44434411293373,0.0440733934948113,0.00440733934948156,0.101965837292182
"2093",2093,7e-06,1.09699316340055e-06,5.84837545126354e-10,3.50598160737873e-10,9.37869112116507e-11,1.44459607123289,0.04407573986152,0.00440757398615242,0.101950218426438
"2094",2094,7e-06,1.09697715486307e-06,5.84837545126354e-10,3.50598774027099e-10,9.38089563711794e-11,1.44484783282346,0.0440780846950261,0.00440780846950303,0.10193460193977
"2095",2095,7e-06,1.09696111134376e-06,5.84837545126354e-10,3.50599385986908e-10,9.3830995508954e-11,1.44509939787236,0.0440804279967257,0.00440804279967298,0.101918987831847
"2096",2096,7e-06,1.09694503288212e-06,5.84837545126354e-10,3.50599996620368e-10,9.38530286264605e-11,1.44535076654639,0.044082769768013,0.0044082769768017,0.101903376102337
"2097",2097,7e-06,1.0969289195176e-06,5.84837545126354e-10,3.50600605930544e-10,9.38750557251848e-11,1.44560193901218,0.0440851100102806,0.00440851100102846,0.10188776675091
"2098",2098,7e-06,1.09691277128964e-06,5.84837545126354e-10,3.5060121392049e-10,9.3897076806613e-11,1.44585291543627,0.0440874487249195,0.00440874487249235,0.101872159777233
"2099",2099,7e-06,1.09689658823764e-06,5.84837545126354e-10,3.50601820593254e-10,9.39190918722308e-11,1.44610369598501,0.0440897859133192,0.00440897859133231,0.101856555180975
"2100",2100,7e-06,1.09688037040095e-06,5.84837545126354e-10,3.50602425951876e-10,9.39411009235243e-11,1.44635428082466,0.0440921215768674,0.00440921215768712,0.101840952961806
"2101",2101,7e-06,1.09686411781893e-06,5.84837545126354e-10,3.50603029999391e-10,9.39631039619794e-11,1.4466046701213,0.0440944557169501,0.00440944557169538,0.101825353119392
"2102",2102,7e-06,1.09684783053087e-06,5.84837545126354e-10,3.50603632738823e-10,9.3985100989082e-11,1.44685486404092,0.0440967883349518,0.00440967883349555,0.101809755653404
"2103",2103,7e-06,1.09683150857606e-06,5.84837545126354e-10,3.5060423417319e-10,9.40070920063182e-11,1.44710486274933,0.0440991194322553,0.00440991194322589,0.101794160563509
"2104",2104,7e-06,1.09681515199375e-06,5.84837545126354e-10,3.50604834305503e-10,9.40290770151738e-11,1.44735466641222,0.0441014490102418,0.00441014490102454,0.101778567849375
"2105",2105,7e-06,1.09679876082313e-06,5.84837545126354e-10,3.50605433138767e-10,9.40510560171349e-11,1.44760427519515,0.0441037770702909,0.00441037770702944,0.101762977510672
"2106",2106,7e-06,1.09678233510341e-06,5.84837545126354e-10,3.50606030675976e-10,9.40730290136874e-11,1.44785368926355,0.0441061036137804,0.00441061036137839,0.101747389547068
"2107",2107,7e-06,1.09676587487374e-06,5.84837545126354e-10,3.5060662692012e-10,9.40949960063172e-11,1.44810290878269,0.0441084286420868,0.00441084286420903,0.10173180395823
"2108",2108,7e-06,1.09674938017325e-06,5.84837545126354e-10,3.50607221874181e-10,9.41169569965103e-11,1.44835193391771,0.0441107521565847,0.00441107521565881,0.101716220743828
"2109",2109,7e-06,1.09673285104102e-06,5.84837545126354e-10,3.50607815541132e-10,9.41389119857527e-11,1.44860076483364,0.0441130741586472,0.00441130741586506,0.101700639903529
"2110",2110,7e-06,1.09671628751612e-06,5.84837545126354e-10,3.50608407923942e-10,9.41608609755302e-11,1.44884940169533,0.0441153946496458,0.00441153946496491,0.101685061437002
"2111",2111,7e-06,1.09669968963759e-06,5.84837545126354e-10,3.50608999025568e-10,9.41828039673289e-11,1.44909784466753,0.0441177136309502,0.00441177136309534,0.101669485343915
"2112",2112,7e-06,1.09668305744443e-06,5.84837545126354e-10,3.50609588848966e-10,9.42047409626346e-11,1.44934609391484,0.0441200311039288,0.00441200311039319,0.101653911623937
"2113",2113,7e-06,1.09666639097562e-06,5.84837545126354e-10,3.50610177397078e-10,9.42266719629334e-11,1.44959414960173,0.044122347069948,0.00441223470699512,0.101638340276735
"2114",2114,7e-06,1.09664969027009e-06,5.84837545126354e-10,3.50610764672845e-10,9.4248596969711e-11,1.44984201189253,0.0441246615303731,0.00441246615303762,0.101622771301977
"2115",2115,7e-06,1.09663295536675e-06,5.84837545126354e-10,3.50611350679196e-10,9.42705159844534e-11,1.45008968095142,0.0441269744865673,0.00441269744865704,0.101607204699333
"2116",2116,7e-06,1.0966161863045e-06,5.84837545126354e-10,3.50611935419056e-10,9.42924290086466e-11,1.45033715694248,0.0441292859398925,0.00441292859398955,0.101591640468469
"2117",2117,7e-06,1.09659938312218e-06,5.84837545126354e-10,3.50612518895342e-10,9.43143360437763e-11,1.45058444002961,0.0441315958917089,0.00441315958917118,0.101576078609054
"2118",2118,7e-06,1.09658254585861e-06,5.84837545126354e-10,3.50613101110963e-10,9.43362370913285e-11,1.45083153037662,0.044133904343375,0.0044133904343378,0.101560519120756
"2119",2119,7e-06,1.09656567455259e-06,5.84837545126354e-10,3.50613682068821e-10,9.4358132152789e-11,1.45107842814715,0.044136211296248,0.00441362112962509,0.101544962003243
"2120",2120,7e-06,1.09654876924288e-06,5.84837545126354e-10,3.50614261771813e-10,9.43800212296437e-11,1.45132513350472,0.0441385167516832,0.0044138516751686,0.101529407256184
"2121",2121,7e-06,1.0965318299682e-06,5.84837545126354e-10,3.50614840222827e-10,9.44019043233783e-11,1.45157164661272,0.0441408207110345,0.00441408207110372,0.101513854879245
"2122",2122,7e-06,1.09651485676726e-06,5.84837545126354e-10,3.50615417424744e-10,9.44237814354788e-11,1.45181796763438,0.044143123175654,0.00441431231756567,0.101498304872095
"2123",2123,7e-06,1.09649784967872e-06,5.84837545126354e-10,3.50615993380439e-10,9.44456525674309e-11,1.45206409673283,0.0441454241468925,0.00441454241468952,0.101482757234403
"2124",2124,7e-06,1.09648080874124e-06,5.84837545126354e-10,3.50616568092778e-10,9.44675177207203e-11,1.45231003407103,0.044147723626099,0.00441477236261016,0.101467211965835
"2125",2125,7e-06,1.09646373399341e-06,5.84837545126354e-10,3.50617141564623e-10,9.44893768968329e-11,1.45255577981184,0.044150021614621,0.00441500216146236,0.10145166906606
"2126",2126,7e-06,1.09644662547381e-06,5.84837545126354e-10,3.50617713798827e-10,9.45112300972544e-11,1.45280133411796,0.0441523181138044,0.00441523181138069,0.101436128534745
"2127",2127,7e-06,1.09642948322101e-06,5.84837545126354e-10,3.50618284798237e-10,9.45330773234704e-11,1.45304669715197,0.0441546131249935,0.0044154613124996,0.101420590371559
"2128",2128,7e-06,1.0964123072735e-06,5.84837545126354e-10,3.50618854565691e-10,9.45549185769667e-11,1.4532918690763,0.0441569066495311,0.00441569066495336,0.101405054576169
"2129",2129,7e-06,1.09639509766979e-06,5.84837545126354e-10,3.50619423104023e-10,9.4576753859229e-11,1.45353685005326,0.0441591986887584,0.00441591986887608,0.101389521148242
"2130",2130,7e-06,1.09637785444833e-06,5.84837545126354e-10,3.50619990416059e-10,9.45985831717428e-11,1.45378164024501,0.0441614892440149,0.00441614892440173,0.101373990087448
"2131",2131,7e-06,1.09636057764756e-06,5.84837545126354e-10,3.50620556504617e-10,9.46204065159939e-11,1.45402623981361,0.0441637783166387,0.00441637783166411,0.101358461393453
"2132",2132,7e-06,1.09634326730586e-06,5.84837545126354e-10,3.5062112137251e-10,9.46422238934678e-11,1.45427064892094,0.0441660659079663,0.00441660659079687,0.101342935065925
"2133",2133,7e-06,1.0963259234616e-06,5.84837545126354e-10,3.50621685022542e-10,9.46640353056500e-11,1.45451486772877,0.0441683520193326,0.0044168352019335,0.101327411104532
"2134",2134,7e-06,1.09630854615313e-06,5.84837545126354e-10,3.50622247457512e-10,9.46858407540262e-11,1.45475889639874,0.0441706366520709,0.00441706366520732,0.101311889508942
"2135",2135,7e-06,1.09629113541875e-06,5.84837545126354e-10,3.50622808680213e-10,9.47076402400819e-11,1.45500273509236,0.0441729198075131,0.00441729198075153,0.101296370278822
"2136",2136,7e-06,1.09627369129674e-06,5.84837545126354e-10,3.50623368693427e-10,9.47294337653024e-11,1.45524638397098,0.0441752014869892,0.00441752014869915,0.101280853413839
"2137",2137,7e-06,1.09625621382535e-06,5.84837545126354e-10,3.50623927499934e-10,9.47512213311733e-11,1.45548984319583,0.0441774816918281,0.00441774816918303,0.101265338913662
"2138",2138,7e-06,1.09623870304279e-06,5.84837545126354e-10,3.50624485102506e-10,9.47730029391801e-11,1.45573311292803,0.0441797604233568,0.00441797604233589,0.101249826777958
"2139",2139,7e-06,1.09622115898725e-06,5.84837545126354e-10,3.50625041503905e-10,9.4794778590808e-11,1.45597619332853,0.0441820376829008,0.0044182037682903,0.101234317006395
"2140",2140,7e-06,1.09620358169689e-06,5.84837545126354e-10,3.50625596706891e-10,9.48165482875424e-11,1.45621908455817,0.0441843134717843,0.00441843134717864,0.101218809598639
"2141",2141,7e-06,1.09618597120984e-06,5.84837545126354e-10,3.50626150714214e-10,9.48383120308687e-11,1.45646178677764,0.0441865877913297,0.00441865877913317,0.101203304554359
"2142",2142,7e-06,1.09616832756418e-06,5.84837545126354e-10,3.5062670352862e-10,9.48600698222722e-11,1.45670430014751,0.0441888606428578,0.00441888606428599,0.101187801873222
"2143",2143,7e-06,1.09615065079799e-06,5.84837545126354e-10,3.50627255152844e-10,9.48818216632381e-11,1.45694662482822,0.0441911320276881,0.00441911320276902,0.101172301554896
"2144",2144,7e-06,1.09613294094931e-06,5.84837545126354e-10,3.5062780558962e-10,9.49035675552515e-11,1.45718876098006,0.0441934019471385,0.00441934019471405,0.101156803599048
"2145",2145,7e-06,1.09611519805613e-06,5.84837545126354e-10,3.50628354841671e-10,9.49253074997978e-11,1.4574307087632,0.0441956704025252,0.00441956704025271,0.101141308005344
"2146",2146,7e-06,1.09609742215645e-06,5.84837545126354e-10,3.50628902911715e-10,9.4947041498362e-11,1.45767246833768,0.0441979373951629,0.00441979373951648,0.101125814773454
"2147",2147,7e-06,1.09607961328819e-06,5.84837545126354e-10,3.50629449802463e-10,9.49687695524292e-11,1.45791403986339,0.044200202926365,0.00442002029263669,0.101110323903044
"2148",2148,7e-06,1.09606177148929e-06,5.84837545126354e-10,3.50629995516621e-10,9.49904916634846e-11,1.45815542350011,0.0442024669974431,0.0044202466997445,0.101094835393782
"2149",2149,7e-06,1.09604389679762e-06,5.84837545126354e-10,3.50630540056886e-10,9.5012207833013e-11,1.45839661940746,0.0442047296097074,0.00442047296097092,0.101079349245334
"2150",2150,7e-06,1.09602598925104e-06,5.84837545126354e-10,3.50631083425951e-10,9.50339180624995e-11,1.45863762774496,0.0442069907644665,0.00442069907644683,0.101063865457369
"2151",2151,7e-06,1.09600804888739e-06,5.84837545126354e-10,3.50631625626499e-10,9.5055622353429e-11,1.45887844867198,0.0442092504630276,0.00442092504630294,0.101048384029553
"2152",2152,7e-06,1.09599007574444e-06,5.84837545126354e-10,3.5063216666121e-10,9.50773207072864e-11,1.45911908234774,0.0442115087066963,0.0044211508706698,0.101032904961554
"2153",2153,7e-06,1.09597206985998e-06,5.84837545126354e-10,3.50632706532755e-10,9.50990131255565e-11,1.45935952893137,0.0442137654967765,0.00442137654967783,0.101017428253038
"2154",2154,7e-06,1.09595403127173e-06,5.84837545126354e-10,3.50633245243801e-10,9.51206996097242e-11,1.45959978858183,0.044216020834571,0.00442160208345727,0.101001953903675
"2155",2155,7e-06,1.09593596001741e-06,5.84837545126354e-10,3.50633782797006e-10,9.51423801612742e-11,1.45983986145797,0.0442182747213807,0.00442182747213824,0.10098648191313
"2156",2156,7e-06,1.09591785613468e-06,5.84837545126354e-10,3.50634319195023e-10,9.51640547816911e-11,1.46007974771849,0.0442205271585051,0.00442205271585068,0.10097101228107
"2157",2157,7e-06,1.0958997196612e-06,5.84837545126354e-10,3.50634854440498e-10,9.51857234724597e-11,1.46031944752198,0.0442227781472423,0.00442227781472439,0.100955545007164
"2158",2158,7e-06,1.09588155063458e-06,5.84837545126354e-10,3.50635388536071e-10,9.52073862350646e-11,1.46055896102688,0.0442250276888887,0.00442250276888903,0.100940080091077
"2159",2159,7e-06,1.09586334909241e-06,5.84837545126354e-10,3.50635921484376e-10,9.52290430709902e-11,1.4607982883915,0.0442272757847394,0.0044227275784741,0.100924617532478
